上线机场,下线机场,出发日期,出发时刻,出发类型,出发航班,到达日期,到达时刻,到达类型,到达航班,区域,机体类别,登机口,终端厅,飞机型号,飞机转场记录
LVM,CLL,2018/1/19,8:35:00,I,GN940,2018/1/19,7:20:00,I,GN973,East,W,S40,S,73H,PK222
ILU,UTB,2018/1/19,9:10:00,I,GN912,2018/1/19,7:15:00,I,GN969,East,W,S40,S,73H,PK221
ILU,LVM,2018/1/19,9:20:00,I,GN996,2018/1/19,6:30:00,I,GN943,East,W,S40,S,73H,PK218
CLJ,CLL,2018/1/19,12:00:00,I,GN944,2018/1/19,5:55:00,I,GN979,East,W,S40,S,73H,PK214
QOI,PLB,2018/1/19,10:20:00,I,NV3196,2018/1/19,5:20:00,I,NV871,East,W,S40,S,325,PK211
SFQ,JDO,2018/1/19,9:15:00,I,NV6152,2018/1/19,4:25:00,I,NV625,East,W,S40,S,325,PK206
LVM,CLL,2018/1/19,22:30:00,I,GN952,2018/1/19,21:30:00,I,GN997,East,W,S40,S,73H,PK166
DOY,DFC,2018/1/20,0:15:00,I,NV6134,2018/1/19,20:25:00,I,NV317,East,W,S40,S,320,PK149
ILH,NOM,2018/1/20,1:50:00,I,NV322,2018/1/19,20:10:00,I,NV621,East,W,S40,S,325,PK144
CLL,ILU,2018/1/19,20:00:00,I,GN968,2018/1/19,18:50:00,I,GN951,East,W,S40,S,73H,PK122
QVT,CLJ,2018/1/19,19:45:00,I,GN978,2018/1/19,18:40:00,I,GN941,East,W,S40,S,73H,PK118
ILH,SFQ,2018/1/19,18:40:00,I,NV624,2018/1/19,17:30:00,I,NV619,East,W,S40,S,325,PK101
JDO,QOI,2018/1/19,20:00:00,I,NV860,2018/1/19,17:30:00,I,NV6145,East,W,S40,S,325,PK100
PLB,JDO,2018/1/19,17:30:00,I,NV6162,2018/1/19,16:30:00,I,NV3197,East,W,S40,S,325,PK087
LNR,IJK,2018/1/19,17:40:00,I,NV304,2018/1/19,15:35:00,I,NV669,East,W,S40,S,319,PK075
ILH,ILH,2018/1/19,16:15:00,I,NV616,2018/1/19,14:50:00,I,NV613,East,W,S40,S,321,PK057
UTB,ILU,2018/1/19,19:30:00,I,GN942,2018/1/19,13:40:00,I,GN913,East,W,S40,S,73H,PK040
ILH,ILH,2018/1/19,13:15:00,I,NV610,2018/1/19,11:55:00,I,NV835,East,W,S40,S,325,PK026
LJY,PLB,2018/1/19,13:10:00,I,NV398,2018/1/19,11:25:00,I,NV841,East,W,S40,S,325,PK025
IOE,ILH,2018/1/19,11:25:00,I,NV618,2018/1/19,10:20:00,I,NV687,East,W,S40,S,325,PK011
LVM,ILH,2018/1/21,9:35:00,I,GN922,2018/1/21,7:20:00,I,GN973,East,W,S41,S,73H,PK726
ILU,ILU,2018/1/21,19:30:00,I,GN942,2018/1/21,7:15:00,I,GN969,East,W,S41,S,73H,PK725
DSL,DOY,2018/1/21,10:10:00,I,NV316,2018/1/21,7:00:00,I,NV6157,East,W,S41,S,320,PK723
CLJ,CLL,2018/1/21,8:35:00,I,GN940,2018/1/21,5:55:00,I,GN979,East,W,S41,S,73H,PK717
QOI,PLB,2018/1/21,10:20:00,I,NV3196,2018/1/21,5:20:00,I,NV871,East,W,S41,S,320,PK713
LCW,CLL,2018/1/21,12:00:00,I,GN944,2018/1/21,5:00:00,I,GN991,East,W,S41,S,73H,PK709
LVM,CLL,2018/1/21,22:30:00,I,GN952,2018/1/21,21:30:00,I,GN997,East,W,S41,S,73H,PK667
CLL,ILU,2018/1/21,20:00:00,I,GN968,2018/1/21,18:50:00,I,GN951,East,W,S41,S,73H,PK621
QVT,CLJ,2018/1/21,19:45:00,I,GN978,2018/1/21,18:40:00,I,GN941,East,W,S41,S,73H,PK617
ILH,ILH,2018/1/21,18:30:00,I,NV834,2018/1/21,17:30:00,I,NV619,East,W,S41,S,325,PK601
JDO,SFQ,2018/1/21,18:40:00,I,NV624,2018/1/21,17:30:00,I,NV6145,East,W,S41,S,325,PK600
ILH,CLL,2018/1/21,18:30:00,I,GN964,2018/1/21,15:55:00,I,GN923,East,W,S41,S,73H,PK579
LNR,PLK,2018/1/21,17:35:00,I,NV638,2018/1/21,15:35:00,I,NV669,East,W,S41,S,319,PK574
LJY,ILH,2018/1/21,16:15:00,I,NV616,2018/1/21,14:55:00,I,NV337,East,W,S41,S,323,PK561
UTB,JDO,2018/1/21,14:45:00,I,GN938,2018/1/21,13:40:00,I,GN913,East,W,S41,S,73H,PK541
ILH,ILH,2018/1/21,13:15:00,I,NV610,2018/1/21,12:00:00,I,NV835,East,W,S41,S,325,PK527
NOM,ILH,2018/1/21,11:25:00,I,NV618,2018/1/21,10:20:00,I,NV323,East,W,S41,S,325,PK511
DFC,PLB,2018/1/20,10:20:00,I,NV3196,2018/1/20,8:35:00,I,NV6135,East,W,S41,S,320,PK475
LVM,CLL,2018/1/20,8:35:00,I,GN940,2018/1/20,7:20:00,I,GN973,East,W,S41,S,73H,PK470
ILU,LVM,2018/1/20,9:20:00,I,GN996,2018/1/20,6:30:00,I,GN943,East,W,S41,S,73H,PK465
QOI,ILH,2018/1/20,9:25:00,I,NV812,2018/1/20,5:20:00,I,NV871,East,W,S41,S,325,PK455
SFQ,JDO,2018/1/20,9:15:00,I,NV6152,2018/1/20,4:25:00,I,NV625,East,W,S41,S,325,PK450
CLL,LVM,2018/1/21,9:20:00,I,GN996,2018/1/20,22:10:00,I,GN945,East,W,S41,S,73H,PK421
LVM,CLL,2018/1/20,22:30:00,I,GN952,2018/1/20,21:30:00,I,GN997,East,W,S41,S,73H,PK409
DOY,DFC,2018/1/21,0:15:00,I,NV6134,2018/1/20,20:25:00,I,NV317,East,W,S41,S,320,PK391
ILH,NOM,2018/1/21,1:50:00,I,NV322,2018/1/20,20:10:00,I,NV621,East,W,S41,S,325,PK386
LJY,DSL,2018/1/20,23:10:00,I,NV6156,2018/1/20,19:20:00,I,NV337,East,W,S41,S,320,PK371
CLL,ILU,2018/1/20,20:00:00,I,GN968,2018/1/20,18:50:00,I,GN951,East,W,S41,S,73H,PK361
QVT,CLJ,2018/1/20,19:45:00,I,GN978,2018/1/20,18:40:00,I,GN941,East,W,S41,S,73H,PK358
ILH,SFQ,2018/1/20,18:40:00,I,NV624,2018/1/20,17:30:00,I,NV619,East,W,S41,S,325,PK344
JDO,JDO,2018/1/21,9:15:00,I,NV6152,2018/1/20,17:30:00,I,NV6145,East,W,S41,S,325,PK343
LJK,PLK,2018/1/20,17:35:00,I,NV638,2018/1/20,16:40:00,I,NV307,East,W,S41,S,319,PK334
ILH,JDO,2018/1/20,17:30:00,I,NV6162,2018/1/20,15:55:00,I,NV813,East,W,S41,S,325,PK324
CLL,CLL,2018/1/20,18:30:00,I,GN964,2018/1/20,15:40:00,I,GN965,East,W,S41,S,73H,PK318
UTB,LCW,2018/1/20,17:00:00,I,GN980,2018/1/20,15:25:00,I,GN931,East,W,S41,S,73H,PK314
ILH,ILH,2018/1/20,16:15:00,I,NV616,2018/1/20,14:50:00,I,NV613,East,W,S41,S,320,PK303
CLL,ILU,2018/1/20,19:30:00,I,GN942,2018/1/20,14:50:00,I,GN953,East,W,S41,S,73H,PK302
JDO,UQF,2018/1/20,15:45:00,I,NV6116,2018/1/20,14:00:00,I,NV6153,East,W,S41,S,325,PK292
UTB,JDO,2018/1/20,14:45:00,I,GN938,2018/1/20,13:40:00,I,GN913,East,W,S41,S,73H,PK287
ILH,LJY,2018/1/20,18:10:00,I,NV830,2018/1/20,12:00:00,I,NV835,East,W,S41,S,325,PK275
LJY,ILH,2018/1/20,13:15:00,I,NV610,2018/1/20,11:25:00,I,NV841,East,W,S41,S,325,PK274
IOE,JDO,2018/1/20,12:15:00,I,NV6144,2018/1/20,10:20:00,I,NV687,East,W,S41,S,325,PK261
NOM,ILH,2018/1/20,12:15:00,I,NV614,2018/1/20,10:20:00,I,NV323,East,W,S41,S,325,PK260
DFC,DOY,2018/1/19,10:10:00,I,NV316,2018/1/19,8:35:00,I,NV6135,East,W,S41,S,320,PK228
LVM,CLL,2018/1/19,8:35:00,I,GN940,2018/1/19,7:20:00,I,GN973,East,W,S41,S,73H,PK222
ILU,UTB,2018/1/19,9:10:00,I,GN912,2018/1/19,7:15:00,I,GN969,East,W,S41,S,73H,PK221
ILU,LVM,2018/1/19,9:20:00,I,GN996,2018/1/19,6:30:00,I,GN943,East,W,S41,S,73H,PK218
CLJ,CLL,2018/1/19,12:00:00,I,GN944,2018/1/19,5:55:00,I,GN979,East,W,S41,S,73H,PK214
QOI,PLB,2018/1/19,10:20:00,I,NV3196,2018/1/19,5:20:00,I,NV871,East,W,S41,S,325,PK211
SFQ,JDO,2018/1/19,9:15:00,I,NV6152,2018/1/19,4:25:00,I,NV625,East,W,S41,S,325,PK206
LVM,CLL,2018/1/19,22:30:00,I,GN952,2018/1/19,21:30:00,I,GN997,East,W,S41,S,73H,PK166
DOY,DFC,2018/1/20,0:15:00,I,NV6134,2018/1/19,20:25:00,I,NV317,East,W,S41,S,320,PK149
ILH,NOM,2018/1/20,1:50:00,I,NV322,2018/1/19,20:10:00,I,NV621,East,W,S41,S,325,PK144
CLL,ILU,2018/1/19,20:00:00,I,GN968,2018/1/19,18:50:00,I,GN951,East,W,S41,S,73H,PK122
QVT,CLJ,2018/1/19,19:45:00,I,GN978,2018/1/19,18:40:00,I,GN941,East,W,S41,S,73H,PK118
ILH,SFQ,2018/1/19,18:40:00,I,NV624,2018/1/19,17:30:00,I,NV619,East,W,S41,S,325,PK101
JDO,QOI,2018/1/19,20:00:00,I,NV860,2018/1/19,17:30:00,I,NV6145,East,W,S41,S,325,PK100
PLB,JDO,2018/1/19,17:30:00,I,NV6162,2018/1/19,16:30:00,I,NV3197,East,W,S41,S,325,PK087
LNR,IJK,2018/1/19,17:40:00,I,NV304,2018/1/19,15:35:00,I,NV669,East,W,S41,S,319,PK075
ILH,ILH,2018/1/19,16:15:00,I,NV616,2018/1/19,14:50:00,I,NV613,East,W,S41,S,321,PK057
UTB,ILU,2018/1/19,19:30:00,I,GN942,2018/1/19,13:40:00,I,GN913,East,W,S41,S,73H,PK040
ILH,ILH,2018/1/19,13:15:00,I,NV610,2018/1/19,11:55:00,I,NV835,East,W,S41,S,325,PK026
LJY,PLB,2018/1/19,13:10:00,I,NV398,2018/1/19,11:25:00,I,NV841,East,W,S41,S,325,PK025
IOE,ILH,2018/1/19,11:25:00,I,NV618,2018/1/19,10:20:00,I,NV687,East,W,S41,S,325,PK011
ILH,UTO,2018/1/21,12:50:00,D,NV3194,2018/1/21,9:50:00,I,NV837,,W,,,319,PK752
JDO,DUV,2018/1/21,11:00:00,D,NV6518,2018/1/21,9:45:00,I,NV6163,,W,,,325,PK749
DFC,EMD,2018/1/21,12:05:00,D,NV6770,2018/1/21,8:35:00,I,NV6135,,W,,,320,PK731
THO,LIO,2018/1/21,9:30:00,D,NV6576,2018/1/21,6:55:00,I,NV393,,W,,,320,PK722
ILU,ZJI,2018/1/21,9:40:00,D,GN0476,2018/1/21,6:30:00,I,GN943,,W,,,73H,PK721
LCW,XFI,2018/1/21,10:15:00,D,GN0464,2018/1/21,6:00:00,I,GN977,,W,,,738,PK719
SFQ,CIZ,2018/1/21,9:30:00,D,NV6376,2018/1/21,4:25:00,I,NV625,,W,,,325,PK707
CLL,KOA,2018/1/21,7:10:00,D,GN0290,2018/1/21,0:20:00,I,GN967,,W,,,73H,PK701
ILH,***,2018/1/21,23:40:00,D,*****,2018/1/21,22:50:00,I,NV617,,W,,,323,PK685
CLL,***,2018/1/21,23:00:00,D,*****,2018/1/21,22:10:00,I,GN945,,W,,,73H,PK678
LJY,DHP,2018/1/21,22:45:00,D,GN933,2018/1/21,21:15:00,I,GN933,,W,,,738,PK663
DOY,***,2018/1/21,21:15:00,D,*****,2018/1/21,20:25:00,I,NV317,,W,,,320,PK649
ILH,***,2018/1/21,21:00:00,D,*****,2018/1/21,20:10:00,I,NV621,,W,,,325,PK644
JDO,TXB,2018/1/21,21:05:00,D,GN0300,2018/1/21,20:00:00,I,GN939,,W,,,73H,PK637
OSU,YJZ,2018/1/21,21:05:00,D,NV633,2018/1/21,19:35:00,I,NV633,,W,,,325,PK633
GVL,XVI,2018/1/21,21:30:00,D,NV3655,2018/1/21,19:30:00,I,NV6199,,W,,,73E,PK630
NGN,TAY,2018/1/21,21:25:00,D,NV6472,2018/1/21,19:15:00,I,NV3119,,W,,,321,PK627
LJY,LNH,2018/1/21,21:00:00,D,NV859,2018/1/21,18:55:00,I,NV859,,W,,,73H,PK625
PLB,EMD,2018/1/21,19:50:00,D,NV6784,2018/1/21,18:45:00,I,NV399,,W,,,320,PK619
ILH,ISC,2018/1/21,20:55:00,D,NV6720,2018/1/21,18:25:00,I,NV615,,W,,,325,PK613
OHP,MIX,2018/1/21,19:35:00,D,NV831,2018/1/21,18:20:00,I,NV831,,W,,,320,PK612
GTA,XVI,2018/1/21,19:45:00,D,NV3131,2018/1/21,18:15:00,I,NV3131,,W,,,73H,PK610
PLB,ZLI,2018/1/21,17:35:00,D,NV6726,2018/1/21,16:30:00,I,NV3197,,W,,,320,PK587
DKV,DUV,2018/1/21,18:00:00,D,NV6149,2018/1/21,16:15:00,I,NV6149,,W,,,320,PK584
LJY,ZJI,2018/1/21,19:15:00,D,NV3787,2018/1/21,15:55:00,I,NV627,,W,,,73E,PK580
JDO,TAY,2018/1/21,17:05:00,D,NV6462,2018/1/21,15:40:00,I,NV6173,,W,,,323,PK576
CLL,EZH,2018/1/21,18:00:00,D,GN0454,2018/1/21,15:40:00,I,GN965,,W,,,73H,PK575
OHP,EMD,2018/1/21,16:40:00,D,NV6736,2018/1/21,15:35:00,I,NV641,,W,,,320,PK572
GVL,XVI,2018/1/21,16:50:00,D,NV629,2018/1/21,15:15:00,I,NV629,,W,,,73H,PK565
ILH,IEH,2018/1/21,16:50:00,D,NV6768,2018/1/21,14:50:00,I,NV613,,W,,,320,PK556
CLL,DBO,2018/1/21,16:10:00,D,GN0638,2018/1/21,14:50:00,I,GN953,,W,,,73H,PK555
DKV,ZOU,2018/1/21,16:10:00,D,NV6374,2018/1/21,14:25:00,I,NV6171,,W,,,323,PK549
JDO,***,2018/1/21,14:50:00,D,*****,2018/1/21,14:00:00,I,NV6153,,W,,,325,PK546
OSU,QFL,2018/1/21,15:30:00,D,NV383,2018/1/21,13:50:00,I,NV383,,W,,,321,PK544
QVT,AZJ,2018/1/21,14:25:00,D,NV6494,2018/1/21,13:20:00,I,NV6155,,W,,,320,PK539
UBF,EMD,2018/1/21,14:10:00,D,NV6722,2018/1/21,13:05:00,I,NV6165,,W,,,323,PK536
OHP,XVI,2018/1/21,13:55:00,D,NV3703,2018/1/21,12:25:00,I,NV3703,,W,,,73H,PK531
LJY,TZY,2018/1/21,13:05:00,D,NV6488,2018/1/21,11:25:00,I,NV841,,W,,,325,PK526
PLK,ITO,2018/1/21,12:15:00,D,NV6316,2018/1/21,11:00:00,I,NV639,,W,,,319,PK523
IJK,MMG,2018/1/21,13:00:00,D,NV6290,2018/1/21,11:00:00,I,NV305,,W,,,319,PK521
GVL,MZJ,2018/1/21,13:25:00,D,NV6510,2018/1/21,10:45:00,I,NV643,,W,,,320,PK519
OHP,YJZ,2018/1/21,12:30:00,D,NV303,2018/1/21,10:40:00,I,NV303,,W,,,320,PK518
IOE,AVI,2018/1/21,11:25:00,D,NV6390,2018/1/21,10:20:00,I,NV687,,W,,,325,PK512
ILH,UTO,2018/1/20,13:00:00,D,NV3194,2018/1/20,9:50:00,I,NV837,,W,,,319,PK499
JDO,AVI,2018/1/20,11:25:00,D,NV6390,2018/1/20,9:45:00,I,NV6163,,W,,,325,PK495
THO,LIO,2018/1/20,9:30:00,D,NV6576,2018/1/20,7:05:00,I,NV393,,W,,,320,PK472
ILU,LXM,2018/1/20,12:00:00,D,GN0492,2018/1/20,7:15:00,I,GN969,,W,,,73H,PK469
DSL,ZOK,2018/1/20,8:30:00,D,NV6762,2018/1/20,7:00:00,I,NV6157,,W,,,320,PK467
LCW,XOA,2018/1/20,10:25:00,D,GN0628,2018/1/20,6:00:00,I,GN977,,W,,,738,PK462
CLJ,KOA,2018/1/20,7:10:00,D,GN0290,2018/1/20,5:55:00,I,GN979,,W,,,73H,PK459
IOE,XFI,2018/1/20,10:15:00,D,GN0464,2018/1/20,4:40:00,I,GN947,,W,,,738,PK451
CLL,DHP,2018/1/20,8:50:00,D,GN0456,2018/1/20,0:20:00,I,GN967,,W,,,738,PK444
ILH,YJZ,2018/1/21,17:20:00,D,NV3273,2018/1/20,22:50:00,I,NV617,,W,,,320,PK427
LJY,LXM,2018/1/21,6:40:00,D,GN0480,2018/1/20,21:15:00,I,GN933,,W,,,738,PK404
UQF,QFL,2018/1/21,9:00:00,D,NV6230,2018/1/20,20:30:00,I,NV6117,,W,,,325,PK393
JDO,TXB,2018/1/20,21:05:00,D,GN0300,2018/1/20,20:00:00,I,GN939,,W,,,73H,PK379
OSU,YJZ,2018/1/20,21:05:00,D,NV633,2018/1/20,19:35:00,I,NV633,,W,,,325,PK375
GVL,XVI,2018/1/20,21:30:00,D,NV3655,2018/1/20,19:30:00,I,NV6199,,W,,,73E,PK372
NGN,QFL,2018/1/20,21:15:00,D,NV6297,2018/1/20,19:15:00,I,NV3119,,W,,,321,PK368
LJY,LNH,2018/1/20,21:00:00,D,NV859,2018/1/20,18:55:00,I,NV859,,W,,,73H,PK366
PLB,EMD,2018/1/20,19:50:00,D,NV6784,2018/1/20,18:45:00,I,NV399,,W,,,320,PK359
ILH,IBL,2018/1/20,21:00:00,D,NV6312,2018/1/20,18:25:00,I,NV615,,W,,,325,PK354
OHP,MIX,2018/1/20,19:35:00,D,NV831,2018/1/20,18:20:00,I,NV831,,W,,,320,PK353
GTA,XVI,2018/1/20,19:45:00,D,NV3131,2018/1/20,18:15:00,I,NV3131,,W,,,73H,PK351
PLB,ZLI,2018/1/20,17:35:00,D,NV6726,2018/1/20,16:30:00,I,NV3197,,W,,,320,PK329
LJY,ZJI,2018/1/20,19:15:00,D,NV3787,2018/1/20,15:55:00,I,NV627,,W,,,73E,PK322
UPZ,CBW,2018/1/20,17:00:00,D,GN0246,2018/1/20,15:55:00,I,GN937,,W,,,73A,PK321
OHP,EMD,2018/1/20,16:40:00,D,NV6736,2018/1/20,15:35:00,I,NV641,,W,,,320,PK317
GVL,XVI,2018/1/20,16:50:00,D,NV629,2018/1/20,15:15:00,I,NV629,,W,,,73H,PK311
LPK,ZCQ,2018/1/20,15:40:00,D,NV6378,2018/1/20,14:25:00,I,NV873,,W,,,319,PK296
DKV,GPD,2018/1/20,16:15:00,D,NV6742,2018/1/20,14:25:00,I,NV6171,,W,,,325,PK295
OSU,QFL,2018/1/20,15:30:00,D,NV383,2018/1/20,13:50:00,I,NV383,,W,,,321,PK290
QVT,AZJ,2018/1/20,14:25:00,D,NV6494,2018/1/20,13:20:00,I,NV6155,,W,,,320,PK285
OHP,XVI,2018/1/20,13:55:00,D,NV3703,2018/1/20,12:25:00,I,NV3703,,W,,,73H,PK278
IJK,ITO,2018/1/20,12:15:00,D,NV6316,2018/1/20,11:00:00,I,NV305,,W,,,319,PK270
GVL,EMD,2018/1/20,12:05:00,D,NV6732,2018/1/20,10:45:00,I,NV643,,W,,,320,PK269
OHP,YJZ,2018/1/20,12:30:00,D,NV303,2018/1/20,10:40:00,I,NV303,,W,,,320,PK268
ILH,DUV,2018/1/19,11:00:00,D,NV6518,2018/1/19,9:50:00,I,NV837,,W,,,325,PK252
JDO,ZOU,2018/1/19,11:10:00,D,NV6656,2018/1/19,9:45:00,I,NV6163,,W,,,325,PK248
THO,LIO,2018/1/19,9:30:00,D,NV6576,2018/1/19,7:05:00,I,NV393,,W,,,320,PK225
DSL,EBU,2018/1/19,8:15:00,D,NV6358,2018/1/19,7:00:00,I,NV6157,,W,,,320,PK219
LCW,XFI,2018/1/19,10:15:00,D,GN0464,2018/1/19,6:00:00,I,GN977,,W,,,738,PK216
CLL,XOA,2018/1/19,9:25:00,D,GN0630,2018/1/19,0:20:00,I,GN967,,W,,,738,PK200
ILH,GPD,2018/1/20,8:55:00,D,NV6616,2018/1/19,22:50:00,I,NV617,,W,,,321,PK185
CLL,ZJI,2018/1/20,9:40:00,D,GN0476,2018/1/19,22:10:00,I,GN945,,W,,,73H,PK178
LJY,DHP,2018/1/19,22:45:00,D,GN933,2018/1/19,21:15:00,I,GN933,,W,,,738,PK163
JDO,DHR,2018/1/19,21:05:00,D,GN0260,2018/1/19,20:00:00,I,GN939,,W,,,73H,PK137
OSU,YJZ,2018/1/19,21:05:00,D,NV633,2018/1/19,19:35:00,I,NV633,,W,,,325,PK133
GVL,XVI,2018/1/19,21:30:00,D,NV3655,2018/1/19,19:30:00,I,NV6199,,W,,,73E,PK130
NGN,QFL,2018/1/19,21:15:00,D,NV6297,2018/1/19,19:15:00,I,NV3119,,W,,,321,PK127
LJY,LNH,2018/1/19,21:00:00,D,NV859,2018/1/19,18:55:00,I,NV859,,W,,,73H,PK125
PLB,IBL,2018/1/19,21:00:00,D,NV6312,2018/1/19,18:45:00,I,NV399,,W,,,325,PK120
ILH,EMD,2018/1/19,19:50:00,D,NV6784,2018/1/19,18:25:00,I,NV615,,W,,,320,PK114
OHP,MIX,2018/1/19,19:35:00,D,NV831,2018/1/19,18:20:00,I,NV831,,W,,,320,PK113
GTA,XVI,2018/1/19,19:45:00,D,NV3131,2018/1/19,18:15:00,I,NV3131,,W,,,73H,PK111
UQF,ISC,2018/1/19,20:55:00,D,NV6720,2018/1/19,17:10:00,I,NV6119,,W,,,325,PK097
DKV,DUV,2018/1/19,18:00:00,D,NV6149,2018/1/19,16:15:00,I,NV6149,,W,,,320,PK084
ILH,ZLI,2018/1/19,17:35:00,D,NV6726,2018/1/19,15:55:00,I,NV813,,W,,,320,PK081
LJY,ZJI,2018/1/19,19:15:00,D,NV3787,2018/1/19,15:55:00,I,NV627,,W,,,73E,PK079
JDO,TAY,2018/1/19,17:05:00,D,NV6462,2018/1/19,15:40:00,I,NV6173,,W,,,323,PK077
CLL,EZH,2018/1/19,18:00:00,D,GN0454,2018/1/19,15:40:00,I,GN965,,W,,,73H,PK076
OHP,EMD,2018/1/19,16:40:00,D,NV6736,2018/1/19,15:35:00,I,NV641,,W,,,320,PK073
GVL,XVI,2018/1/19,16:50:00,D,NV629,2018/1/19,15:15:00,I,NV629,,W,,,73H,PK067
LJY,ZOU,2018/1/19,16:10:00,D,NV6374,2018/1/19,14:55:00,I,NV337,,W,,,323,PK063
CLL,LXF,2018/1/19,21:35:00,D,GN0560,2018/1/19,14:50:00,I,GN953,,W,,,73H,PK056
NZK,HZT,2018/1/19,16:30:00,D,NV6614,2018/1/19,14:30:00,I,NV387,,W,,,319,PK050
OHT,ZCQ,2018/1/19,15:40:00,D,NV6378,2018/1/19,14:25:00,I,NV631,,W,,,319,PK049
DKV,GPD,2018/1/19,16:15:00,D,NV6742,2018/1/19,14:25:00,I,NV6171,,W,,,325,PK048
JDO,***,2018/1/19,14:45:00,D,*****,2018/1/19,13:55:00,I,NV6153,,W,,,325,PK044
OSU,QFL,2018/1/19,15:30:00,D,NV383,2018/1/19,13:50:00,I,NV383,,W,,,321,PK043
QVT,AZJ,2018/1/19,14:25:00,D,NV6494,2018/1/19,13:20:00,I,NV6155,,W,,,320,PK038
UBF,EMD,2018/1/19,14:10:00,D,NV6722,2018/1/19,13:05:00,I,NV6165,,W,,,323,PK035
OHP,XVI,2018/1/19,13:55:00,D,NV3703,2018/1/19,12:25:00,I,NV3703,,W,,,73H,PK030
PLK,UTO,2018/1/19,12:50:00,D,NV3194,2018/1/19,11:00:00,I,NV639,,W,,,319,PK022
IJK,ITO,2018/1/19,12:15:00,D,NV6316,2018/1/19,11:00:00,I,NV305,,W,,,319,PK020
GVL,EMD,2018/1/19,12:05:00,D,NV6770,2018/1/19,10:45:00,I,NV643,,W,,,320,PK019
OHP,YJZ,2018/1/19,12:30:00,D,NV303,2018/1/19,10:40:00,I,NV303,,W,,,320,PK018
NOM,AVI,2018/1/19,11:25:00,D,NV6390,2018/1/19,10:20:00,I,NV323,,W,,,325,PK010
IBL,JDO,2018/1/21,12:15:00,I,NV6144,2018/1/21,9:55:00,D,NV6313,,W,,,325,PK753
XVI,GVL,2018/1/21,10:35:00,I,NV628,2018/1/21,9:15:00,D,NV628,,W,,,73H,PK740
XVI,LJY,2018/1/21,10:00:00,I,NV626,2018/1/21,8:55:00,D,NV3620,,W,,,73E,PK737
OLH,OHP,2018/1/21,9:30:00,I,NV630,2018/1/21,8:25:00,D,NV3992,,W,,,320,PK730
EMD,UBF,2018/1/21,8:10:00,I,NV6164,2018/1/21,0:15:00,D,NV6723,,W,,,323,PK700
LIO,THO,2018/1/21,22:00:00,I,NV392,2018/1/21,21:10:00,D,NV6643,,W,,,320,PK661
SJA,IOE,2018/1/21,21:15:00,I,GN946,2018/1/21,20:10:00,D,GN0237,,W,,,738,PK642
EMD,ILH,2018/1/21,21:10:00,I,NV836,2018/1/21,19:50:00,D,NV6753,,W,,,319,PK636
MZJ,DSL,2018/1/21,23:10:00,I,NV6156,2018/1/21,18:55:00,D,NV6663,,W,,,320,PK624
EMD,QOI,2018/1/21,20:00:00,I,NV860,2018/1/21,18:35:00,D,NV6739,,W,,,320,PK616
LXM,LVM,2018/1/21,19:30:00,I,GN972,2018/1/21,18:10:00,D,GN0461,,W,,,73H,PK609
MIX,LCW,2018/1/21,18:20:00,I,GN976,2018/1/21,17:20:00,D,GN0333,,W,,,738,PK599
EMD,GVL,2018/1/21,18:10:00,I,NV642,2018/1/21,17:05:00,D,NV6781,,W,,,320,PK596
DUV,IJK,2018/1/21,17:40:00,I,NV304,2018/1/21,16:35:00,D,NV304,,W,,,319,PK590
XVI,OHP,2018/1/21,18:00:00,I,NV3702,2018/1/21,16:30:00,D,NV3702,,W,,,73H,PK588
CIZ,LJY,2018/1/21,18:10:00,I,NV830,2018/1/21,16:20:00,D,NV6377,,W,,,325,PK585
ZOU,JDO,2018/1/21,17:30:00,I,NV6162,2018/1/21,15:55:00,D,NV6657,,W,,,325,PK581
YJZ,OHP,2018/1/21,17:15:00,I,NV302,2018/1/21,15:45:00,D,NV302,,W,,,320,PK577
DLH,IOE,2018/1/21,17:10:00,I,NV686,2018/1/21,15:35:00,D,NV6537,,W,,,325,PK573
QFL,OSU,2018/1/21,16:55:00,I,NV382,2018/1/21,15:20:00,D,NV382,,W,,,321,PK567
DHP,LJY,2018/1/21,14:55:00,I,GN932,2018/1/21,13:50:00,D,GN932,,W,,,738,PK543
EMD,GVL,2018/1/21,14:30:00,I,NV6198,2018/1/21,13:25:00,D,NV6735,,W,,,73E,PK540
LXM,CLL,2018/1/21,14:15:00,I,GN966,2018/1/21,13:00:00,D,GN0491,,W,,,738,PK534
KOA,QVT,2018/1/21,14:05:00,I,GN930,2018/1/21,13:00:00,D,GN0201,,W,,,73H,PK533
DLH,CLL,2018/1/21,13:55:00,I,NV652,2018/1/21,11:20:00,D,NV6535,,W,,,320,PK525
EMD,PLB,2018/1/21,13:10:00,I,NV398,2018/1/21,11:00:00,D,NV6785,,W,,,320,PK524
DUV,DKV,2018/1/21,12:20:00,I,NV6148,2018/1/21,11:00:00,D,NV6148,,W,,,320,PK522
LNH,LJY,2018/1/21,12:15:00,I,NV858,2018/1/21,10:30:00,D,NV858,,W,,,73H,PK516
MIX,OHP,2018/1/21,11:35:00,I,NV820,2018/1/21,10:25:00,D,NV820,,W,,,320,PK514
ISC,ILH,2018/1/21,12:15:00,I,NV614,2018/1/21,10:25:00,D,NV6731,,W,,,325,PK513
YJZ,OSU,2018/1/21,11:45:00,I,NV632,2018/1/21,10:15:00,D,NV632,,W,,,325,PK509
